dt_time,ws,wd
28-02-2024 06:12:00,2.37,345.2
28-02-2024 06:13:00,1.28,220
28-02-2024 06:14:00,2.48,282.5
28-02-2024 06:15:00,1.45,212.3
28-02-2024 06:16:00,1.19,199.7
28-02-2024 06:17:00,1.63,143.3
28-02-2024 06:18:00,0.69,204.5
28-02-2024 06:19:00,1.25,21.9
28-02-2024 06:20:00,0.74,25.6
28-02-2024 06:21:00,2.21,167.3
28-02-2024 06:22:00,0.85,320.4
28-02-2024 06:23:00,1.7,0.7
28-02-2024 06:24:00,1.92,134.3
28-02-2024 06:25:00,1.43,14.3
28-02-2024 06:26:00,1.92,204.9
28-02-2024 06:27:00,2.8,326.6
28-02-2024 06:28:00,1.03,311.5
28-02-2024 06:29:00,1.57,282.6
28-02-2024 06:30:00,1.7,310.3
28-02-2024 06:31:00,1.28,23.3
28-02-2024 06:32:00,1.95,302.5
28-02-2024 06:33:00,0.29,14
28-02-2024 06:34:00,0.09,11.8
28-02-2024 06:35:00,0.16,92.8
28-02-2024 06:36:00,0.25,245.3
28-02-2024 06:37:00,1.19,211.6
28-02-2024 06:38:00,1.7,315
28-02-2024 06:39:00,1.81,348.9
28-02-2024 06:40:00,0.25,336.3
28-02-2024 06:41:00,0.36,100.5
28-02-2024 06:42:00,0.89,100.3
28-02-2024 06:43:00,0.27,334.4
28-02-2024 06:44:00,0.31,274.6
28-02-2024 06:45:00,0.56,240.2
28-02-2024 06:46:00,1.7,351.5
28-02-2024 06:47:00,0.2,317.2
28-02-2024 06:48:00,1.43,283.8
28-02-2024 06:49:00,1.34,38.8
28-02-2024 06:50:00,1.54,309.7
28-02-2024 06:51:00,1.52,322.8
28-02-2024 06:52:00,2.13,38.9
28-02-2024 06:53:00,3.78,323.8
28-02-2024 06:54:00,2.39,353.7
28-02-2024 06:55:00,0.65,48.3
28-02-2024 06:56:00,1.3,91.5
28-02-2024 06:57:00,0.49,46.7
28-02-2024 06:58:00,1.3,356
28-02-2024 06:59:00,2.3,283.2
28-02-2024 07:00:00,0.56,352
28-02-2024 07:01:00,2.08,319
28-02-2024 07:02:00,1.14,358.9
28-02-2024 07:03:00,0,0.3
28-02-2024 07:04:00,0.02,282.8
28-02-2024 07:05:00,0.43,313.6
28-02-2024 07:06:00,0.25,348.5
28-02-2024 07:07:00,0,260.5
28-02-2024 07:08:00,1.21,272.7
28-02-2024 07:09:00,1.41,297.3
28-02-2024 07:10:00,0.81,341.8
28-02-2024 07:11:00,2.66,330.1
28-02-2024 07:12:00,0.04,342.3
28-02-2024 07:13:00,1.03,322.8
28-02-2024 07:14:00,0,347.4
28-02-2024 07:15:00,0.96,352.1
28-02-2024 07:16:00,0.02,13.7
28-02-2024 07:17:00,0.6,313.3
28-02-2024 07:18:00,2.04,289.8
28-02-2024 07:19:00,0.4,333.9
28-02-2024 07:20:00,0.22,333.9
28-02-2024 07:21:00,1.03,276.9
28-02-2024 07:22:00,1.34,280.8
28-02-2024 07:23:00,0.76,304.5
28-02-2024 07:24:00,1.99,297.7
28-02-2024 07:25:00,0.94,298.6
28-02-2024 07:26:00,0.81,313
28-02-2024 07:27:00,0.47,296.2
28-02-2024 07:28:00,0.94,250
28-02-2024 07:29:00,0.56,15.6
28-02-2024 07:30:00,0.22,329.5
28-02-2024 07:31:00,1.83,348.7
28-02-2024 07:32:00,0.49,329.7
28-02-2024 07:33:00,0.04,323.7
28-02-2024 07:34:00,0.67,315.2
28-02-2024 07:35:00,1.25,352
28-02-2024 07:36:00,2.39,305.5
28-02-2024 07:37:00,1.05,331.6
28-02-2024 07:38:00,2.68,333.2
28-02-2024 07:39:00,0.81,299.8
28-02-2024 07:40:00,0.47,37.2
28-02-2024 07:41:00,0.78,332.6
28-02-2024 07:42:00,1.01,36.8
28-02-2024 07:43:00,0.38,321.4
28-02-2024 07:44:00,2.42,350.9
28-02-2024 07:45:00,0.65,33.1
28-02-2024 07:46:00,2.37,337.4
28-02-2024 07:47:00,0.69,329.8
28-02-2024 07:48:00,0.69,280.9
28-02-2024 07:49:00,1.28,316.9
28-02-2024 07:50:00,0.49,36.3
28-02-2024 07:51:00,1.03,84.7
28-02-2024 07:52:00,2.64,337.6
28-02-2024 07:53:00,1.52,329.1
28-02-2024 07:54:00,1.54,341.1
28-02-2024 07:55:00,0.25,356.8
28-02-2024 07:56:00,0.94,74.4
28-02-2024 07:57:00,1.45,306.3
28-02-2024 07:58:00,1.92,306.4
28-02-2024 07:59:00,4.47,326.4
28-02-2024 08:00:00,0.25,4.8
28-02-2024 08:01:00,1.66,321.6
28-02-2024 08:02:00,2.62,323.4
28-02-2024 08:03:00,0.94,296.8
28-02-2024 08:04:00,1.36,342.8
28-02-2024 08:05:00,1.92,325.4
28-02-2024 08:06:00,2.95,334.8
28-02-2024 08:07:00,0.76,332.5
28-02-2024 08:08:00,0,290.5
28-02-2024 08:09:00,1.32,24.5
28-02-2024 08:10:00,1.92,288.4
28-02-2024 08:11:00,2.44,345
28-02-2024 08:12:00,0.63,345.6
28-02-2024 08:13:00,2.26,323.1
28-02-2024 08:14:00,0.89,316.7
28-02-2024 08:15:00,1.34,335.3
28-02-2024 08:16:00,3.13,311.5
28-02-2024 08:17:00,1.45,297.3
28-02-2024 08:18:00,0.54,299.9
28-02-2024 08:19:00,1.3,343.6
28-02-2024 08:20:00,3.29,312.9
28-02-2024 08:21:00,2.15,319.6
28-02-2024 08:22:00,2.1,320
28-02-2024 08:23:00,0.49,335.6
28-02-2024 08:24:00,1.28,341.4
28-02-2024 08:25:00,2.01,332.1
28-02-2024 08:26:00,1.52,319.6
28-02-2024 08:27:00,0.45,324.2
28-02-2024 08:28:00,0.76,310
28-02-2024 08:29:00,1.88,351.7
28-02-2024 08:30:00,0.96,283.4
28-02-2024 08:31:00,2.06,325.4
28-02-2024 08:32:00,0.69,275.2
28-02-2024 08:33:00,2.84,348.8
28-02-2024 08:34:00,1.68,39.2
28-02-2024 08:35:00,0.13,4.5
28-02-2024 08:36:00,0.38,4.5
28-02-2024 08:37:00,1.81,266.3
28-02-2024 08:38:00,2.13,324.4
28-02-2024 08:39:00,4.97,333.4
28-02-2024 08:40:00,2.86,340.7
28-02-2024 08:41:00,0.2,65.4
28-02-2024 08:42:00,2.04,326.8
28-02-2024 08:43:00,0,21.2
28-02-2024 08:44:00,0.4,175.2
28-02-2024 08:45:00,0.89,61.1
28-02-2024 08:46:00,1.83,350.2
28-02-2024 08:47:00,0.2,255.8
28-02-2024 08:48:00,0.63,322.7
28-02-2024 08:49:00,0.81,299.6
28-02-2024 08:50:00,0.87,345.4
28-02-2024 08:51:00,0.22,323.7
28-02-2024 08:52:00,1.41,23
28-02-2024 08:53:00,0,359.5
28-02-2024 08:54:00,1.54,336
28-02-2024 08:55:00,1.23,264.8
28-02-2024 08:56:00,0.38,65.8
28-02-2024 08:57:00,2.57,345.4
28-02-2024 08:58:00,2.66,347.4
28-02-2024 08:59:00,1.1,290.6
28-02-2024 09:00:00,2.1,338.5
28-02-2024 09:01:00,0.31,319.6
28-02-2024 09:02:00,1.7,322.3
28-02-2024 09:03:00,0.98,291
28-02-2024 09:04:00,2.8,314.9
28-02-2024 09:05:00,1.88,327.5
28-02-2024 09:06:00,1.03,288.8
28-02-2024 09:07:00,2.37,323.2
28-02-2024 09:08:00,1.86,345.5
28-02-2024 09:09:00,2.19,359.5
28-02-2024 09:10:00,2.13,0.8
28-02-2024 09:11:00,0.67,66.5
28-02-2024 09:12:00,1.14,43.3
28-02-2024 09:13:00,0.02,1.9
28-02-2024 09:14:00,0.69,327.3
28-02-2024 09:15:00,1.1,353.5
28-02-2024 09:16:00,3.94,331.6
28-02-2024 09:17:00,3,308.7
28-02-2024 09:18:00,1.83,353.7
28-02-2024 09:19:00,1.66,310.9
28-02-2024 09:20:00,0.89,330.2
28-02-2024 09:21:00,1.43,290.6
28-02-2024 09:22:00,1.74,333.5
28-02-2024 09:23:00,0.43,28.5
28-02-2024 09:24:00,0.36,237.5
28-02-2024 09:25:00,0.18,236.9
28-02-2024 09:26:00,1.59,339.8
28-02-2024 09:27:00,0.78,196.5
28-02-2024 09:28:00,2.1,343.3
28-02-2024 09:29:00,1.03,358
28-02-2024 09:30:00,2.3,312.1
28-02-2024 09:31:00,1.3,316.9
28-02-2024 09:32:00,0.25,314.7
28-02-2024 09:33:00,0.74,277.7
28-02-2024 09:34:00,0.11,324.1
28-02-2024 09:35:00,4.47,343
28-02-2024 09:36:00,2.91,0.8
28-02-2024 09:37:00,0.83,354.4
28-02-2024 09:38:00,2.55,341.3
28-02-2024 09:39:00,0.69,331.5
28-02-2024 09:40:00,0.18,71.9
28-02-2024 09:41:00,2.89,314.5
28-02-2024 09:42:00,3.36,321.5
28-02-2024 09:43:00,2.33,351.2
28-02-2024 09:44:00,0.74,327
28-02-2024 09:45:00,2.13,310.9
28-02-2024 09:46:00,1.45,305.2
28-02-2024 09:47:00,2.91,326.8
28-02-2024 09:48:00,1.03,0.3
28-02-2024 09:49:00,1.16,6.2
28-02-2024 09:50:00,2.21,252
28-02-2024 09:51:00,3.8,87.3
28-02-2024 09:52:00,1.68,192.5
28-02-2024 09:53:00,1.01,139.9
28-02-2024 09:54:00,1.86,101.2
28-02-2024 09:55:00,2.66,97.3
28-02-2024 09:56:00,0.56,210
28-02-2024 09:57:00,3.65,106.1
28-02-2024 09:58:00,0.02,115.3
28-02-2024 09:59:00,1.16,223.2
28-02-2024 10:00:00,0.58,343.8
28-02-2024 10:01:00,2.15,116
28-02-2024 10:02:00,1.19,77.6
28-02-2024 10:03:00,0.67,242.8
28-02-2024 10:04:00,0.98,284.5
28-02-2024 10:05:00,0.87,359.4
28-02-2024 10:06:00,0.69,23.4
28-02-2024 10:07:00,0,310.4
28-02-2024 10:08:00,3.87,109.9
28-02-2024 10:09:00,1.63,26.5
28-02-2024 10:10:00,2.04,336.9
28-02-2024 10:11:00,1.57,30.7
28-02-2024 10:12:00,5.88,326.8
28-02-2024 10:13:00,6.13,337.4
28-02-2024 10:14:00,4.34,345.2
28-02-2024 10:15:00,3.13,326.5
28-02-2024 10:16:00,2.86,308.1
28-02-2024 10:17:00,1.34,349.2
28-02-2024 10:18:00,2.28,283.4
28-02-2024 10:19:00,0.45,241.3
28-02-2024 10:20:00,1.83,20.2
28-02-2024 10:21:00,0.94,298.3
28-02-2024 10:22:00,1.28,121.7
28-02-2024 10:23:00,0.85,173.8
28-02-2024 10:24:00,0.51,358.7
28-02-2024 10:25:00,1.5,2.3
28-02-2024 10:26:00,3,328.7
28-02-2024 10:27:00,2.01,46.6
28-02-2024 10:28:00,2.77,74.1
28-02-2024 10:29:00,0.98,255.5
28-02-2024 10:30:00,6.93,334.6
28-02-2024 10:31:00,1.57,296.6
28-02-2024 10:32:00,0.4,281.7
28-02-2024 10:33:00,4.05,318.3
28-02-2024 10:34:00,3.36,341.3
28-02-2024 10:35:00,1.88,333.2
28-02-2024 10:36:00,2.59,325.6
28-02-2024 10:37:00,1.52,308.5
28-02-2024 10:38:00,2.98,342.4
28-02-2024 10:39:00,2.89,349.9
28-02-2024 10:40:00,1.34,340.7
28-02-2024 10:41:00,4.76,319.8
28-02-2024 10:42:00,1.45,336.9
28-02-2024 10:43:00,1.95,5.2
28-02-2024 10:44:00,2.24,295.9
28-02-2024 10:45:00,1.99,288.7
28-02-2024 10:46:00,3.98,50.8
28-02-2024 10:47:00,2.17,355.6
28-02-2024 10:48:00,0.31,75.2
28-02-2024 10:49:00,6.44,336
28-02-2024 10:50:00,3.71,5
28-02-2024 10:51:00,1.7,36.3
28-02-2024 10:52:00,2.28,9.6
28-02-2024 10:53:00,1.3,30.1
28-02-2024 10:54:00,2.46,309.3
28-02-2024 10:55:00,2.15,359.3
28-02-2024 10:56:00,3.8,300.1
28-02-2024 10:57:00,1.05,337.7
28-02-2024 10:58:00,2.55,359.7
28-02-2024 10:59:00,2.8,346.2
28-02-2024 11:00:00,0.29,230.5
28-02-2024 11:01:00,3.18,311.8
28-02-2024 11:02:00,3.44,335.3
28-02-2024 11:03:00,3.44,321.7
28-02-2024 11:04:00,1.63,331.7
28-02-2024 11:05:00,4.43,348
28-02-2024 11:06:00,2.35,0.3
28-02-2024 11:07:00,3.27,347.5
28-02-2024 11:08:00,1.25,11.5
28-02-2024 11:09:00,1.81,358.4
28-02-2024 11:10:00,0.6,13.5
28-02-2024 11:11:00,1.77,120.2
28-02-2024 11:12:00,0.51,9.8
28-02-2024 11:13:00,6.96,326.4
28-02-2024 11:14:00,1.57,302.2
28-02-2024 11:15:00,3.56,307.9
28-02-2024 11:16:00,2.86,310.3
28-02-2024 11:17:00,0.47,285.9
28-02-2024 11:18:00,0.09,151.6
28-02-2024 11:19:00,7.76,325.4
28-02-2024 11:20:00,1.3,264.9
28-02-2024 11:21:00,1.05,342.7
28-02-2024 11:22:00,5.06,326.2
28-02-2024 11:23:00,6.73,349.1
28-02-2024 11:24:00,0.76,322.5
28-02-2024 11:25:00,1.97,42.3
28-02-2024 11:26:00,1.21,7.3
28-02-2024 11:27:00,2.35,106.4
28-02-2024 11:28:00,3.11,351.5
28-02-2024 11:29:00,1.52,23.4
28-02-2024 11:30:00,1.54,4.7
28-02-2024 11:31:00,2.82,14.2
28-02-2024 11:32:00,1.48,359.8
28-02-2024 11:33:00,4.16,349.3
28-02-2024 11:34:00,3.27,327
28-02-2024 11:35:00,2.64,330.3
28-02-2024 11:36:00,1.5,318.3
28-02-2024 11:37:00,1.52,30.5
28-02-2024 11:38:00,5.35,331.4
28-02-2024 11:39:00,6.15,336.3
28-02-2024 11:40:00,2.01,92.6
28-02-2024 11:41:00,1.5,312.8
28-02-2024 11:42:00,1.01,334
28-02-2024 11:43:00,0,346.1
28-02-2024 11:44:00,2.73,117.7
28-02-2024 11:45:00,2.82,358.7
28-02-2024 11:46:00,1.81,319.3
28-02-2024 11:47:00,3.44,321.5
28-02-2024 11:48:00,5.64,352.7
28-02-2024 11:49:00,5.53,343.6
28-02-2024 11:50:00,3.33,327.4
28-02-2024 11:51:00,10.63,339.8
28-02-2024 11:52:00,0.76,295
28-02-2024 11:53:00,0.85,359.4
28-02-2024 11:54:00,0.63,52
28-02-2024 11:55:00,0.51,300.6
28-02-2024 11:56:00,2.08,355
28-02-2024 11:57:00,4.23,329.9
28-02-2024 11:58:00,0.51,222.5
28-02-2024 11:59:00,3.38,302.7
28-02-2024 12:00:00,6.58,321.5
28-02-2024 12:01:00,3,337.6
28-02-2024 12:02:00,2.64,339.1
28-02-2024 12:03:00,2.89,68.7
28-02-2024 12:04:00,3.11,1.4
28-02-2024 12:05:00,3.65,353.3
28-02-2024 12:06:00,1.9,319.9
28-02-2024 12:07:00,1.79,271.1
28-02-2024 12:08:00,4.23,336.4
28-02-2024 12:09:00,2.35,308.4
28-02-2024 12:10:00,2.01,325.6
28-02-2024 12:11:00,2.66,326.2
28-02-2024 12:12:00,1.7,343.5
28-02-2024 12:13:00,3.27,297.4
28-02-2024 12:14:00,1.41,39.4
28-02-2024 12:15:00,3.56,10.3
28-02-2024 12:16:00,1.72,359.3
28-02-2024 12:17:00,5.03,296.8
28-02-2024 12:18:00,2.28,314.5
28-02-2024 12:19:00,3.36,308.7
28-02-2024 12:20:00,7,339.2
28-02-2024 12:21:00,1.79,42.2
28-02-2024 12:22:00,0.54,300.7
28-02-2024 12:23:00,4.63,322.5
28-02-2024 12:24:00,0.49,115.4
28-02-2024 12:25:00,3.44,337.2
28-02-2024 12:26:00,3.71,344
28-02-2024 12:27:00,1.81,327
28-02-2024 12:28:00,0.29,148.2
28-02-2024 12:29:00,0.96,70.8
28-02-2024 12:30:00,1.63,325.1
28-02-2024 12:31:00,4.9,322.9
28-02-2024 12:32:00,2.73,340.4
28-02-2024 12:33:00,1.74,305
28-02-2024 12:34:00,2.26,1.9
28-02-2024 12:35:00,1.5,359.6
28-02-2024 12:36:00,2.28,15.9
28-02-2024 12:37:00,3.2,323.2
28-02-2024 12:38:00,2.66,354.3
28-02-2024 12:39:00,4.38,179.6
28-02-2024 12:40:00,2.71,36
28-02-2024 12:41:00,1.66,38
28-02-2024 12:42:00,2.8,324.7
28-02-2024 12:43:00,2.15,349.5
28-02-2024 12:44:00,4.18,342.1
28-02-2024 12:45:00,2.57,269
28-02-2024 12:46:00,1.36,326.6
28-02-2024 12:47:00,1.68,5.9
28-02-2024 12:48:00,1.81,359.3
28-02-2024 12:49:00,0.58,351.4
28-02-2024 12:50:00,2.26,320.9
28-02-2024 12:51:00,0,1.5
28-02-2024 12:52:00,3.78,344.5
28-02-2024 12:53:00,2.35,337.9
28-02-2024 12:54:00,3.06,337.6
28-02-2024 12:55:00,2.33,154.7
28-02-2024 12:56:00,4.36,322.7
28-02-2024 12:57:00,2.21,341.5
28-02-2024 12:58:00,2.64,321.5
28-02-2024 12:59:00,0.76,296.7
28-02-2024 13:00:00,2.17,323.8
28-02-2024 13:01:00,1.83,65.5
28-02-2024 13:02:00,0.83,341.4
28-02-2024 13:03:00,0.85,222.9
28-02-2024 13:04:00,0.72,130
28-02-2024 13:05:00,4.45,133.4
28-02-2024 13:06:00,1.92,35.4
28-02-2024 13:07:00,1.72,154.2
28-02-2024 13:08:00,1.03,338.3
28-02-2024 13:09:00,0.2,12.1
28-02-2024 13:10:00,3.91,304.4
28-02-2024 13:11:00,4.47,318.9
28-02-2024 13:12:00,4.3,322.5
28-02-2024 13:13:00,2.51,57.5
28-02-2024 13:14:00,0.78,253.4
28-02-2024 13:15:00,0.67,335.8
28-02-2024 13:16:00,0.29,301.7
28-02-2024 13:17:00,2.71,326.6
28-02-2024 13:18:00,2.62,321.4
28-02-2024 13:19:00,0.85,349.8
28-02-2024 13:20:00,1.23,26.6
28-02-2024 13:21:00,3.69,313.2
28-02-2024 13:22:00,3.06,297.8
28-02-2024 13:23:00,1.99,8.7
28-02-2024 13:24:00,1.48,330.1
28-02-2024 13:25:00,2.04,87.9
28-02-2024 13:26:00,3.22,335.6
28-02-2024 13:27:00,0.25,52.6
28-02-2024 13:28:00,0.94,76.2
28-02-2024 13:29:00,0.76,340.3
28-02-2024 13:30:00,3.56,352.1
28-02-2024 13:31:00,1.79,289.8
28-02-2024 13:32:00,0.85,316.9
28-02-2024 13:33:00,1.32,14.7
28-02-2024 13:34:00,1.1,47.6
28-02-2024 13:35:00,3.78,337.5
28-02-2024 13:36:00,3,296.3
28-02-2024 13:37:00,2.8,276.4
28-02-2024 13:38:00,2.93,323.1
28-02-2024 13:39:00,1.52,327
28-02-2024 13:40:00,2.95,37.8
28-02-2024 13:41:00,2.26,336.1
28-02-2024 13:42:00,1.63,298.7
28-02-2024 13:43:00,2.89,333.6
28-02-2024 13:44:00,1.32,24
28-02-2024 13:45:00,1.19,65.5
28-02-2024 13:46:00,2.28,5.2
28-02-2024 13:47:00,1.3,314.5
28-02-2024 13:48:00,1.16,0.5
28-02-2024 13:49:00,1.66,288
28-02-2024 13:50:00,8.66,313.6
28-02-2024 13:51:00,3.65,345.2
28-02-2024 13:52:00,1.14,326.5
28-02-2024 13:53:00,4.21,344.8
28-02-2024 13:54:00,1.95,259.9
28-02-2024 13:55:00,5.26,326
28-02-2024 13:56:00,1.32,325.1
28-02-2024 13:57:00,2.1,358.9
28-02-2024 13:58:00,0.69,359.4
28-02-2024 13:59:00,2.33,355.1
28-02-2024 14:00:00,2.17,77.3
28-02-2024 14:01:00,6.69,317
28-02-2024 14:02:00,2.37,314.6
28-02-2024 14:03:00,0.58,306.2
28-02-2024 14:04:00,5.23,332.5
28-02-2024 14:05:00,0.94,357.8
28-02-2024 14:06:00,1.19,336.8
28-02-2024 14:07:00,1.68,161.8
28-02-2024 14:08:00,0.31,245
28-02-2024 14:09:00,0.63,313.1
28-02-2024 14:10:00,1.41,343.3
28-02-2024 14:11:00,6.42,307.3
28-02-2024 14:12:00,3.2,312.4
28-02-2024 14:13:00,1.86,337.5
28-02-2024 14:14:00,4.09,73.5
28-02-2024 14:15:00,3.24,354.2
28-02-2024 14:16:00,4.7,70.6
28-02-2024 14:17:00,4.54,342
28-02-2024 14:18:00,2.91,352.8
28-02-2024 14:19:00,5.35,342.1
28-02-2024 14:20:00,1.81,211.5
28-02-2024 14:21:00,1.07,283.2
28-02-2024 14:22:00,1.68,115.4
28-02-2024 14:23:00,1.86,327.3
28-02-2024 14:24:00,3.56,343.1
28-02-2024 14:25:00,3.38,332.3
28-02-2024 14:26:00,1.16,14.4
28-02-2024 14:27:00,0.67,150
28-02-2024 14:28:00,3.02,324.1
28-02-2024 14:29:00,0.76,73.3
28-02-2024 14:30:00,0.78,333.7
28-02-2024 14:31:00,5.23,95.4
28-02-2024 14:32:00,4.14,350.7
28-02-2024 14:33:00,3.67,340.7
28-02-2024 14:34:00,1.72,359.6
28-02-2024 14:35:00,4.23,358.8
28-02-2024 14:36:00,3.71,4.8
28-02-2024 14:37:00,4.25,318.8
28-02-2024 14:38:00,2.15,18
28-02-2024 14:39:00,1.3,45
28-02-2024 14:40:00,1.77,335.5
28-02-2024 14:41:00,1.01,315.3
28-02-2024 14:42:00,3.83,347.5
28-02-2024 14:43:00,1.57,131.8
28-02-2024 14:44:00,2.86,351.5
28-02-2024 14:45:00,1.32,301.9
28-02-2024 14:46:00,3.36,340.8
28-02-2024 14:47:00,3.4,136
28-02-2024 14:48:00,0.87,356.2
28-02-2024 14:49:00,5.79,332.4
28-02-2024 14:50:00,2.59,319.4
28-02-2024 14:51:00,8.46,342.2
28-02-2024 14:52:00,0.69,328.4
28-02-2024 14:53:00,1.72,99
28-02-2024 14:54:00,4.09,334.4
28-02-2024 14:55:00,0.94,239.9
28-02-2024 14:56:00,4.45,339.7
28-02-2024 14:57:00,3.31,332.4
28-02-2024 14:58:00,3.09,333.3
28-02-2024 14:59:00,3.04,333.7
28-02-2024 15:00:00,2.8,322.3
28-02-2024 15:01:00,0.85,291.8
28-02-2024 15:02:00,1.59,343.3
28-02-2024 15:03:00,0.13,87.6
28-02-2024 15:04:00,0,161.2
28-02-2024 15:05:00,2.28,359.9
28-02-2024 15:06:00,2.64,283.5
28-02-2024 15:07:00,2.55,332.6
28-02-2024 15:08:00,1.74,289.4
28-02-2024 15:09:00,1.05,315.4
28-02-2024 15:10:00,2.15,356
28-02-2024 15:11:00,2.15,321.4
28-02-2024 15:12:00,1.92,25.3
28-02-2024 15:13:00,1.07,22.6
28-02-2024 15:14:00,3.89,330.5
28-02-2024 15:15:00,1.12,283.6
28-02-2024 15:16:00,2.82,324
28-02-2024 15:17:00,1.32,323
28-02-2024 15:18:00,1.3,304
28-02-2024 15:19:00,0.47,338.6
28-02-2024 15:20:00,1.59,293.8
28-02-2024 15:21:00,2.55,347.4
28-02-2024 15:22:00,1.83,6
28-02-2024 15:23:00,0.98,224.3
28-02-2024 15:24:00,2.42,307.9
28-02-2024 15:25:00,5.23,344.7
28-02-2024 15:26:00,2.21,36.5
28-02-2024 15:27:00,0.49,317.2
28-02-2024 15:28:00,1.83,8.8
28-02-2024 15:29:00,1.59,332.1
28-02-2024 15:30:00,2.28,320.2
28-02-2024 15:31:00,6.11,332.6
28-02-2024 15:32:00,6.71,335.7
28-02-2024 15:33:00,0.78,341.4
28-02-2024 15:34:00,0.6,135.3
28-02-2024 15:35:00,1.36,337.5
28-02-2024 15:36:00,5.59,354.4
28-02-2024 15:37:00,2.64,314.6
28-02-2024 15:38:00,3.29,346.6
28-02-2024 15:39:00,3.2,16.8
28-02-2024 15:40:00,1.5,314.5
28-02-2024 15:41:00,3.18,323.2
28-02-2024 15:42:00,3.15,335
28-02-2024 15:43:00,3.29,329.7
28-02-2024 15:44:00,2.62,322.9
28-02-2024 15:45:00,2.3,308
28-02-2024 15:46:00,0.43,313
28-02-2024 15:47:00,2.91,19.6
28-02-2024 15:48:00,0.83,97.3
28-02-2024 15:49:00,3.4,0.3
28-02-2024 15:50:00,1.25,99.9
28-02-2024 15:51:00,2.17,343.3
28-02-2024 15:52:00,1.32,283.3
28-02-2024 15:53:00,1.03,31.1
28-02-2024 15:54:00,1.12,322.5
28-02-2024 15:55:00,0.38,274
28-02-2024 15:56:00,3.33,348.4
28-02-2024 15:57:00,1.28,306.8
28-02-2024 15:58:00,0.67,33.5
28-02-2024 15:59:00,4,353.8
28-02-2024 16:00:00,1.59,44.8
28-02-2024 16:01:00,0.67,66.4
28-02-2024 16:02:00,2.1,327.2
28-02-2024 16:03:00,3.31,340.9
28-02-2024 16:04:00,0.25,35.2
28-02-2024 16:05:00,0.07,326.7
28-02-2024 16:06:00,2.75,338
28-02-2024 16:07:00,0.72,246.4
28-02-2024 16:08:00,0.36,315.8
28-02-2024 16:09:00,2.75,322.6
28-02-2024 16:10:00,5.03,336.3
28-02-2024 16:11:00,8.61,342.8
28-02-2024 16:12:00,1.03,6.3
28-02-2024 16:13:00,1.66,156.7
28-02-2024 16:14:00,1.28,114.8
28-02-2024 16:15:00,0.67,307.6
28-02-2024 16:16:00,2.06,291.4
28-02-2024 16:17:00,5.1,359.3
28-02-2024 16:18:00,1.99,308
28-02-2024 16:19:00,0.49,60.3
28-02-2024 16:20:00,0.6,0.6
28-02-2024 16:21:00,2.15,308.8
28-02-2024 16:22:00,1.45,40.7
28-02-2024 16:23:00,1.01,328
28-02-2024 16:24:00,3.18,340.5
28-02-2024 16:25:00,1.28,355.8
28-02-2024 16:26:00,0,43.9
28-02-2024 16:27:00,1.1,344.1
28-02-2024 16:28:00,1.39,316.1
28-02-2024 16:29:00,2.17,320.9
28-02-2024 16:30:00,1.63,279.8
28-02-2024 16:31:00,1.01,317.9
28-02-2024 16:32:00,2.51,319.9
28-02-2024 16:33:00,1.14,295.3
28-02-2024 16:34:00,1.14,330.7
28-02-2024 16:35:00,3.22,319.5
28-02-2024 16:36:00,1.83,23.9
28-02-2024 16:37:00,2.57,213.8
28-02-2024 16:38:00,2.33,179.1
28-02-2024 16:39:00,4.3,342.3
28-02-2024 16:40:00,4.99,323.4
28-02-2024 16:41:00,3.94,348.8
28-02-2024 16:42:00,2.68,318.3
28-02-2024 16:43:00,3.42,346.1
28-02-2024 16:44:00,1.14,3.4
28-02-2024 16:45:00,1.61,325
28-02-2024 16:46:00,1.92,331.1
28-02-2024 16:47:00,1.39,305.6
28-02-2024 16:48:00,1.32,336.2
28-02-2024 16:49:00,1.1,316.9
28-02-2024 16:50:00,0.96,333.8
28-02-2024 16:51:00,2.48,335.6
28-02-2024 16:52:00,4.18,304.4
28-02-2024 16:53:00,1.01,288.7
28-02-2024 16:54:00,0.87,323.9
28-02-2024 16:55:00,1.45,87.6
28-02-2024 16:56:00,0.98,9.1
28-02-2024 16:57:00,2.17,321.7
28-02-2024 16:58:00,1.36,0.3
28-02-2024 16:59:00,0.78,343.8
28-02-2024 17:00:00,0.54,26.3
28-02-2024 17:01:00,1.99,88.3
28-02-2024 17:02:00,5.39,335
28-02-2024 17:03:00,2.66,345
28-02-2024 17:04:00,2.55,274.6
28-02-2024 17:05:00,0.36,342.9
28-02-2024 17:06:00,0.2,294.9
28-02-2024 17:07:00,4,347.1
28-02-2024 17:08:00,4.56,336.4
28-02-2024 17:09:00,0.63,306.9
28-02-2024 17:10:00,1.61,1.3
28-02-2024 17:11:00,3.36,345
28-02-2024 17:12:00,2.44,327.1
28-02-2024 17:13:00,1.9,307
28-02-2024 17:14:00,1.88,320.7
28-02-2024 17:15:00,0.83,345.5
28-02-2024 17:16:00,3.15,321.6
28-02-2024 17:17:00,1.86,338.3
28-02-2024 17:18:00,5.53,342.6
28-02-2024 17:19:00,2.44,339.4
28-02-2024 17:20:00,1.23,0.7
28-02-2024 17:21:00,0.94,282
28-02-2024 17:22:00,1.61,305.6
28-02-2024 17:23:00,1.99,313.8
28-02-2024 17:24:00,2.8,327.2
28-02-2024 17:25:00,0.65,294.3
