dt_time,ozone
27-02-2024 07:11:00,16.4
27-02-2024 07:12:00,16.25
27-02-2024 07:13:00,15.94
27-02-2024 07:14:00,16
27-02-2024 07:15:00,16.3
27-02-2024 07:16:00,16.39
27-02-2024 07:17:00,16.43
27-02-2024 07:18:00,16.35
27-02-2024 07:19:00,16.17
27-02-2024 07:20:00,16.14
27-02-2024 07:21:00,16.13
27-02-2024 07:22:00,16.01
27-02-2024 07:23:00,15.97
27-02-2024 07:24:00,16.09
27-02-2024 07:25:00,16.27
27-02-2024 07:26:00,16.25
27-02-2024 07:27:00,16.41
27-02-2024 07:28:00,16.48
27-02-2024 07:29:00,16.45
27-02-2024 07:30:00,16.61
27-02-2024 07:31:00,16.85
27-02-2024 07:32:00,17.04
27-02-2024 07:33:00,17.21
27-02-2024 07:34:00,17.31
27-02-2024 07:35:00,17.12
27-02-2024 07:36:00,17.4
27-02-2024 07:37:00,17.59
27-02-2024 07:38:00,17.73
27-02-2024 07:39:00,17.93
27-02-2024 07:40:00,17.88
27-02-2024 07:41:00,17.8
27-02-2024 07:42:00,17.69
27-02-2024 07:43:00,17.39
27-02-2024 07:44:00,17.43
27-02-2024 07:45:00,17.55
27-02-2024 07:46:00,17.82
27-02-2024 07:47:00,18
27-02-2024 07:48:00,17.78
27-02-2024 07:49:00,17.54
27-02-2024 07:50:00,17.56
27-02-2024 07:51:00,17.54
27-02-2024 07:52:00,17.56
27-02-2024 07:53:00,17.24
27-02-2024 07:54:00,16.76
27-02-2024 07:55:00,16.6
27-02-2024 07:56:00,16.95
27-02-2024 07:57:00,17.2
27-02-2024 07:58:00,17.31
27-02-2024 07:59:00,17.12
27-02-2024 08:00:00,16.53
27-02-2024 08:01:00,16.24
27-02-2024 08:02:00,16.27
27-02-2024 08:03:00,16.23
27-02-2024 08:04:00,16.22
27-02-2024 08:05:00,16.1
27-02-2024 08:06:00,15.95
27-02-2024 08:07:00,15.97
27-02-2024 08:08:00,16.05
27-02-2024 08:09:00,16.28
27-02-2024 08:10:00,16.77
27-02-2024 08:11:00,17.25
27-02-2024 08:12:00,17.71
27-02-2024 08:13:00,18.29
27-02-2024 08:14:00,18.71
27-02-2024 08:15:00,19.21
27-02-2024 08:16:00,19.54
27-02-2024 08:17:00,19.72
27-02-2024 08:18:00,19.76
27-02-2024 08:19:00,19.54
27-02-2024 08:20:00,19.39
27-02-2024 08:21:00,19.03
27-02-2024 08:22:00,19.27
27-02-2024 08:23:00,19.41
27-02-2024 08:24:00,19.55
27-02-2024 08:25:00,19.4
27-02-2024 08:26:00,18.84
27-02-2024 08:27:00,18.64
27-02-2024 08:28:00,18.67
27-02-2024 08:29:00,18.76
27-02-2024 08:30:00,19.05
27-02-2024 08:31:00,19.29
27-02-2024 08:32:00,19.46
27-02-2024 08:33:00,19.31
27-02-2024 08:34:00,19.12
27-02-2024 08:35:00,19.03
27-02-2024 08:36:00,18.95
27-02-2024 08:37:00,19.02
27-02-2024 08:38:00,19.02
27-02-2024 08:39:00,18.72
27-02-2024 08:40:00,18.55
27-02-2024 08:41:00,18.49
27-02-2024 08:42:00,18.35
27-02-2024 08:43:00,18.57
27-02-2024 08:44:00,18.97
27-02-2024 08:45:00,19.27
27-02-2024 08:46:00,19.9
27-02-2024 08:47:00,20.23
27-02-2024 08:48:00,20.15
27-02-2024 08:49:00,20.02
27-02-2024 08:50:00,19.92
27-02-2024 08:51:00,20
27-02-2024 08:52:00,20.37
27-02-2024 08:53:00,20.77
27-02-2024 08:54:00,21.03
27-02-2024 08:55:00,21.09
27-02-2024 08:56:00,21.17
27-02-2024 08:57:00,21.06
27-02-2024 08:58:00,20.93
27-02-2024 08:59:00,20.69
27-02-2024 09:00:00,20.72
27-02-2024 09:01:00,21.23
27-02-2024 09:02:00,21.76
27-02-2024 09:03:00,22.49
27-02-2024 09:04:00,22.63
27-02-2024 09:05:00,22.44
27-02-2024 09:06:00,22.52
27-02-2024 09:07:00,22.61
27-02-2024 09:08:00,22.74
27-02-2024 09:09:00,22.99
27-02-2024 09:10:00,22.84
27-02-2024 09:11:00,22.71
27-02-2024 09:12:00,22.4
27-02-2024 09:13:00,21.96
27-02-2024 09:14:00,21.79
27-02-2024 09:15:00,21.85
27-02-2024 09:16:00,22.38
27-02-2024 09:17:00,22.84
27-02-2024 09:18:00,22.93
27-02-2024 09:19:00,22.92
27-02-2024 09:20:00,22.76
27-02-2024 09:21:00,22.94
27-02-2024 09:22:00,23.13
27-02-2024 09:23:00,23.09
27-02-2024 09:24:00,22.97
27-02-2024 09:25:00,22.89
27-02-2024 09:26:00,23.05
27-02-2024 09:27:00,23.25
27-02-2024 09:28:00,23.37
27-02-2024 09:29:00,23.46
27-02-2024 09:30:00,23.56
27-02-2024 09:31:00,23.87
27-02-2024 09:32:00,24.17
27-02-2024 09:33:00,24.4
27-02-2024 09:34:00,24.4
27-02-2024 09:35:00,24.71
27-02-2024 09:36:00,25
27-02-2024 09:37:00,25.47
27-02-2024 09:38:00,25.92
27-02-2024 09:39:00,25.86
27-02-2024 09:40:00,25.91
27-02-2024 09:41:00,25.73
27-02-2024 09:42:00,25.36
27-02-2024 09:43:00,25.11
27-02-2024 09:44:00,25.2
27-02-2024 09:45:00,25.49
27-02-2024 09:46:00,26.16
27-02-2024 09:47:00,26.39
27-02-2024 09:48:00,26.28
27-02-2024 09:49:00,26.11
27-02-2024 09:50:00,26.05
27-02-2024 09:51:00,26.35
27-02-2024 09:52:00,26.91
27-02-2024 09:53:00,27.41
27-02-2024 09:54:00,27.8
27-02-2024 09:55:00,27.98
27-02-2024 09:56:00,27.82
27-02-2024 09:57:00,27.51
27-02-2024 09:58:00,27.29
27-02-2024 09:59:00,27.27
27-02-2024 10:00:00,27.34
27-02-2024 10:01:00,27.62
27-02-2024 10:02:00,27.7
27-02-2024 10:03:00,27.87
27-02-2024 10:04:00,28.14
27-02-2024 10:05:00,28.51
27-02-2024 10:06:00,28.23
27-02-2024 10:07:00,28.14
27-02-2024 10:08:00,28.34
27-02-2024 10:09:00,28.57
27-02-2024 10:10:00,29.24
27-02-2024 10:11:00,29.26
27-02-2024 10:12:00,28.93
27-02-2024 10:13:00,28.47
27-02-2024 10:14:00,28.03
27-02-2024 10:15:00,27.44
27-02-2024 10:16:00,26.95
27-02-2024 10:17:00,26.95
27-02-2024 10:18:00,27.39
27-02-2024 10:19:00,28.19
27-02-2024 10:20:00,29.02
27-02-2024 10:21:00,29.3
27-02-2024 10:22:00,29.19
27-02-2024 10:23:00,29.39
27-02-2024 10:24:00,29.45
27-02-2024 10:25:00,30.07
27-02-2024 10:26:00,30.16
27-02-2024 10:27:00,30.31
27-02-2024 10:28:00,30.69
27-02-2024 10:29:00,30.63
27-02-2024 10:30:00,31.19
27-02-2024 10:31:00,31.74
27-02-2024 10:32:00,32.3
27-02-2024 10:33:00,32.88
27-02-2024 10:34:00,32.97
27-02-2024 10:35:00,32.96
27-02-2024 10:36:00,32.98
27-02-2024 10:37:00,32.55
27-02-2024 10:38:00,31.83
27-02-2024 10:39:00,31.75
27-02-2024 10:40:00,32.29
27-02-2024 10:41:00,32.87
27-02-2024 10:42:00,33.41
27-02-2024 10:43:00,33.54
27-02-2024 10:44:00,33.48
27-02-2024 10:45:00,33.6
27-02-2024 10:46:00,33.78
27-02-2024 10:47:00,33.95
27-02-2024 10:48:00,33.95
27-02-2024 10:49:00,34.38
27-02-2024 10:50:00,34.7
27-02-2024 10:51:00,35.27
27-02-2024 10:52:00,35.52
27-02-2024 10:53:00,35.66
27-02-2024 10:54:00,35.84
27-02-2024 10:55:00,35.73
27-02-2024 10:56:00,35.74
27-02-2024 10:57:00,35.27
27-02-2024 10:58:00,34.7
27-02-2024 10:59:00,34.08
27-02-2024 11:00:00,33.73
27-02-2024 11:01:00,33.78
27-02-2024 11:02:00,33.9
27-02-2024 11:03:00,33.74
27-02-2024 11:04:00,33.49
27-02-2024 11:05:00,33.23
27-02-2024 11:06:00,33.1
27-02-2024 11:07:00,33.14
27-02-2024 11:08:00,33.22
27-02-2024 11:09:00,33.25
27-02-2024 11:10:00,33.59
27-02-2024 11:11:00,33.79
27-02-2024 11:12:00,33.82
27-02-2024 11:13:00,33.77
27-02-2024 11:14:00,33.94
27-02-2024 11:15:00,34.24
27-02-2024 11:16:00,34.61
27-02-2024 11:17:00,34.94
27-02-2024 11:18:00,34.97
27-02-2024 11:19:00,35.61
27-02-2024 11:20:00,36.35
27-02-2024 11:21:00,36.91
27-02-2024 11:22:00,37.34
27-02-2024 11:23:00,37.23
27-02-2024 11:24:00,36.87
27-02-2024 11:25:00,36.19
27-02-2024 11:26:00,35.76
27-02-2024 11:27:00,35.35
27-02-2024 11:28:00,35.59
27-02-2024 11:29:00,36.01
27-02-2024 11:30:00,36.26
27-02-2024 11:31:00,36.42
27-02-2024 11:32:00,36.15
27-02-2024 11:33:00,36.11
27-02-2024 11:34:00,35.82
27-02-2024 11:35:00,35.41
27-02-2024 11:36:00,35.83
27-02-2024 11:37:00,36.07
27-02-2024 11:38:00,36.14
27-02-2024 11:39:00,36.49
27-02-2024 11:40:00,36.54
27-02-2024 11:41:00,37.38
27-02-2024 11:42:00,37.24
27-02-2024 11:43:00,36.89
27-02-2024 11:44:00,36.73
27-02-2024 11:45:00,37.19
27-02-2024 11:46:00,38.81
27-02-2024 11:47:00,39.13
27-02-2024 11:48:00,38.98
27-02-2024 11:49:00,38.99
27-02-2024 11:50:00,38.69
27-02-2024 11:51:00,38.82
27-02-2024 11:52:00,39.23
27-02-2024 11:53:00,39.2
27-02-2024 11:54:00,39.41
27-02-2024 11:55:00,39.6
27-02-2024 11:56:00,39.39
27-02-2024 11:57:00,39.51
27-02-2024 11:58:00,39.64
27-02-2024 11:59:00,39.74
27-02-2024 12:00:00,40.09
27-02-2024 12:01:00,40.62
27-02-2024 12:02:00,40.56
27-02-2024 12:03:00,40.68
27-02-2024 12:04:00,40.68
27-02-2024 12:05:00,40.18
27-02-2024 12:06:00,39.96
27-02-2024 12:07:00,39.33
27-02-2024 12:08:00,38.8
27-02-2024 12:09:00,38.37
27-02-2024 12:10:00,38.19
27-02-2024 12:11:00,38.16
27-02-2024 12:12:00,38.39
27-02-2024 12:13:00,37.95
27-02-2024 12:14:00,38.03
27-02-2024 12:15:00,38.42
27-02-2024 12:16:00,38.47
27-02-2024 12:17:00,38.78
27-02-2024 12:18:00,39.41
27-02-2024 12:19:00,39.5
27-02-2024 12:20:00,39.94
27-02-2024 12:21:00,40.04
27-02-2024 12:22:00,39.95
27-02-2024 12:23:00,40.26
27-02-2024 12:24:00,40.47
27-02-2024 12:25:00,40.46
27-02-2024 12:26:00,40.05
27-02-2024 12:27:00,39.46
27-02-2024 12:28:00,39.37
27-02-2024 12:29:00,39.84
27-02-2024 12:30:00,40.75
27-02-2024 12:31:00,41.3
27-02-2024 12:32:00,41.43
27-02-2024 12:33:00,41.34
27-02-2024 12:34:00,41.04
27-02-2024 12:35:00,41.34
27-02-2024 12:36:00,41.27
27-02-2024 12:37:00,40.91
27-02-2024 12:38:00,40.67
27-02-2024 12:39:00,41.06
27-02-2024 12:40:00,41.12
27-02-2024 12:41:00,41.43
27-02-2024 12:42:00,40.84
27-02-2024 12:43:00,40.41
27-02-2024 12:44:00,40.46
27-02-2024 12:45:00,40.91
27-02-2024 12:46:00,41.46
27-02-2024 12:47:00,41.8
27-02-2024 12:48:00,41.51
27-02-2024 12:49:00,41.08
27-02-2024 12:50:00,40.71
27-02-2024 12:51:00,40.71
27-02-2024 12:52:00,41.02
27-02-2024 12:53:00,41.57
27-02-2024 12:54:00,43.23
27-02-2024 12:55:00,43.78
27-02-2024 12:56:00,44
27-02-2024 12:57:00,44.27
27-02-2024 12:58:00,44.55
27-02-2024 12:59:00,44.37
27-02-2024 13:00:00,44.67
27-02-2024 13:01:00,44.44
27-02-2024 13:02:00,43.97
27-02-2024 13:03:00,44.06
27-02-2024 13:04:00,43.89
27-02-2024 13:05:00,43.82
27-02-2024 13:06:00,43.73
27-02-2024 13:07:00,43.22
27-02-2024 13:08:00,42.84
27-02-2024 13:09:00,42.56
27-02-2024 13:10:00,42.49
27-02-2024 13:11:00,42.64
27-02-2024 13:12:00,42.51
27-02-2024 13:13:00,42.7
27-02-2024 13:14:00,42.82
27-02-2024 13:15:00,42.69
27-02-2024 13:16:00,42.08
27-02-2024 13:17:00,40.1
27-02-2024 13:18:00,39.31
27-02-2024 13:19:00,37.75
27-02-2024 13:20:00,37.48
27-02-2024 13:21:00,38.93
27-02-2024 13:22:00,40.52
27-02-2024 13:23:00,41.65
27-02-2024 13:24:00,42.97
27-02-2024 13:25:00,42.92
27-02-2024 13:26:00,42.43
27-02-2024 13:27:00,42.23
27-02-2024 13:28:00,42.11
27-02-2024 13:29:00,42.07
27-02-2024 13:30:00,42.03
27-02-2024 13:31:00,42.05
27-02-2024 13:32:00,41.92
27-02-2024 13:33:00,41.9
27-02-2024 13:34:00,42.33
27-02-2024 13:35:00,42.55
27-02-2024 13:36:00,42.58
27-02-2024 13:37:00,42.95
27-02-2024 13:38:00,42.82
27-02-2024 13:39:00,42.2
27-02-2024 13:40:00,42.32
27-02-2024 13:41:00,42.83
27-02-2024 13:42:00,43.17
27-02-2024 13:43:00,43.91
27-02-2024 13:44:00,43.95
27-02-2024 13:45:00,43.92
27-02-2024 13:46:00,43.7
27-02-2024 13:47:00,43.32
27-02-2024 13:48:00,43.09
27-02-2024 13:49:00,42.7
27-02-2024 13:50:00,42.87
27-02-2024 13:51:00,42.75
27-02-2024 13:52:00,42.54
27-02-2024 13:53:00,42.55
27-02-2024 13:54:00,42.48
27-02-2024 13:55:00,42.37
27-02-2024 13:56:00,42.37
27-02-2024 13:57:00,42.03
27-02-2024 13:58:00,41.71
27-02-2024 13:59:00,41.71
27-02-2024 14:00:00,41.55
27-02-2024 14:01:00,41.64
27-02-2024 14:02:00,42.07
27-02-2024 14:03:00,42.45
27-02-2024 14:04:00,43.03
27-02-2024 14:05:00,43.75
27-02-2024 14:06:00,44.22
27-02-2024 14:07:00,44.65
27-02-2024 14:08:00,44.29
27-02-2024 14:09:00,43.77
27-02-2024 14:10:00,43.43
27-02-2024 14:11:00,43.96
27-02-2024 14:12:00,44.42
27-02-2024 14:13:00,44.96
27-02-2024 14:14:00,44.75
27-02-2024 14:15:00,44.23
27-02-2024 14:16:00,43.93
27-02-2024 14:17:00,44.32
27-02-2024 14:18:00,44.55
27-02-2024 14:19:00,44.19
27-02-2024 14:20:00,43.76
27-02-2024 14:21:00,42.94
27-02-2024 14:22:00,42.56
27-02-2024 14:23:00,42.71
27-02-2024 14:24:00,43.13
27-02-2024 14:25:00,43.45
27-02-2024 14:26:00,43.54
27-02-2024 14:27:00,43.27
27-02-2024 14:28:00,42.8
27-02-2024 14:29:00,42.18
27-02-2024 14:30:00,41.89
27-02-2024 14:31:00,42.46
27-02-2024 14:32:00,43
27-02-2024 14:33:00,44.57
27-02-2024 14:34:00,44.74
27-02-2024 14:35:00,44.74
27-02-2024 14:36:00,44.01
27-02-2024 14:37:00,44.04
27-02-2024 14:38:00,43.98
27-02-2024 14:39:00,44.34
27-02-2024 14:40:00,44.55
27-02-2024 14:41:00,44.77
27-02-2024 14:42:00,44.95
27-02-2024 14:43:00,44.82
27-02-2024 14:44:00,44.76
27-02-2024 14:45:00,43.73
27-02-2024 14:46:00,42.99
27-02-2024 14:47:00,42.42
27-02-2024 14:48:00,41.73
27-02-2024 14:49:00,41.56
27-02-2024 14:50:00,41.79
27-02-2024 14:51:00,42.94
27-02-2024 14:52:00,43.4
27-02-2024 14:53:00,43.83
27-02-2024 14:54:00,44.18
27-02-2024 14:55:00,43.94
27-02-2024 14:56:00,43.65
27-02-2024 14:57:00,43.67
27-02-2024 14:58:00,43.51
27-02-2024 14:59:00,43.24
27-02-2024 15:00:00,43.03
27-02-2024 15:01:00,42.6
27-02-2024 15:02:00,42.08
27-02-2024 15:03:00,41.52
27-02-2024 15:04:00,39.58
27-02-2024 15:05:00,39.38
27-02-2024 15:06:00,39.94
27-02-2024 15:07:00,42.05
27-02-2024 15:08:00,42.17
27-02-2024 15:09:00,42.27
27-02-2024 15:10:00,41.87
27-02-2024 15:11:00,41.63
27-02-2024 15:12:00,41.99
27-02-2024 15:13:00,42.59
27-02-2024 15:14:00,41.75
27-02-2024 15:15:00,41.3
27-02-2024 15:16:00,40.79
27-02-2024 15:17:00,40.81
27-02-2024 15:18:00,41.2
27-02-2024 15:19:00,41.41
27-02-2024 15:20:00,41.19
27-02-2024 15:21:00,40.73
27-02-2024 15:22:00,40.63
27-02-2024 15:23:00,40.85
27-02-2024 15:24:00,41.82
27-02-2024 15:25:00,42.13
27-02-2024 15:26:00,41.99
27-02-2024 15:27:00,41.98
27-02-2024 15:28:00,40.91
27-02-2024 15:29:00,40.66
27-02-2024 15:30:00,40.16
27-02-2024 15:31:00,40.98
27-02-2024 15:32:00,42.21
27-02-2024 15:33:00,42.58
27-02-2024 15:34:00,42.93
27-02-2024 15:35:00,42.82
27-02-2024 15:36:00,42.23
27-02-2024 15:37:00,41.8
27-02-2024 15:38:00,41.83
27-02-2024 15:39:00,42.17
27-02-2024 15:40:00,42.9
27-02-2024 15:41:00,43.61
27-02-2024 15:42:00,44.12
27-02-2024 15:43:00,44.56
27-02-2024 15:44:00,44.9
27-02-2024 15:45:00,45.1
27-02-2024 15:46:00,45.06
27-02-2024 15:47:00,44.65
27-02-2024 15:48:00,44.14
27-02-2024 15:49:00,43.84
27-02-2024 15:50:00,43.59
27-02-2024 15:51:00,43.11
27-02-2024 15:52:00,41.54
27-02-2024 15:53:00,41.01
27-02-2024 15:54:00,40.5
27-02-2024 15:55:00,40.65
27-02-2024 15:56:00,40.86
27-02-2024 15:57:00,41.09
27-02-2024 15:58:00,40.6
27-02-2024 15:59:00,40.05
27-02-2024 16:00:00,39.94
27-02-2024 16:01:00,39.31
27-02-2024 16:02:00,39.23
27-02-2024 16:03:00,39.41
27-02-2024 16:04:00,39.85
27-02-2024 16:05:00,41.24
27-02-2024 16:06:00,41
27-02-2024 16:07:00,40.81
27-02-2024 16:08:00,40.96
27-02-2024 16:09:00,41.18
27-02-2024 16:10:00,41.14
27-02-2024 16:11:00,40.89
27-02-2024 16:12:00,41.55
27-02-2024 16:13:00,41.93
27-02-2024 16:14:00,42.53
27-02-2024 16:15:00,43.13
27-02-2024 16:16:00,43.36
27-02-2024 16:17:00,43.48
27-02-2024 16:18:00,42.77
27-02-2024 16:19:00,42.16
27-02-2024 16:20:00,41.5
27-02-2024 16:21:00,41.17
27-02-2024 16:22:00,41.46
27-02-2024 16:23:00,42.04
27-02-2024 16:24:00,42.04
27-02-2024 16:25:00,41.89
27-02-2024 16:26:00,41.36
27-02-2024 16:27:00,41.15
27-02-2024 16:28:00,41.12
27-02-2024 16:29:00,40.98
27-02-2024 16:30:00,40.87
27-02-2024 16:31:00,40.52
27-02-2024 16:32:00,40.15
27-02-2024 16:33:00,39.85
27-02-2024 16:34:00,39.15
27-02-2024 16:35:00,38.75
27-02-2024 16:36:00,39.53
27-02-2024 16:37:00,40.52
27-02-2024 16:38:00,40.8
27-02-2024 16:39:00,41.1
27-02-2024 16:40:00,41.23
27-02-2024 16:41:00,40.72
27-02-2024 16:42:00,40.75
27-02-2024 16:43:00,40.4
27-02-2024 16:44:00,40.48
27-02-2024 16:45:00,40.99
27-02-2024 16:46:00,41.49
27-02-2024 16:47:00,41.95
27-02-2024 16:48:00,41.89
27-02-2024 16:49:00,41.55
27-02-2024 16:50:00,40.96
27-02-2024 16:51:00,40.39
27-02-2024 16:52:00,40.19
27-02-2024 16:53:00,40.53
27-02-2024 16:54:00,41.37
27-02-2024 16:55:00,40.26
27-02-2024 16:56:00,39.86
27-02-2024 16:57:00,38.94
27-02-2024 16:58:00,39.83
27-02-2024 16:59:00,40.19
27-02-2024 17:00:00,40.73
27-02-2024 17:01:00,40.84
27-02-2024 17:02:00,41.27
27-02-2024 17:03:00,41.52
27-02-2024 17:04:00,41.64
27-02-2024 17:05:00,40.98
27-02-2024 17:06:00,39.93
27-02-2024 17:07:00,39.09
27-02-2024 17:08:00,38.52
27-02-2024 17:09:00,38.02
27-02-2024 17:10:00,37.57
27-02-2024 17:11:00,37.25
27-02-2024 17:12:00,37.05
27-02-2024 17:13:00,37.07
27-02-2024 17:14:00,37.32
27-02-2024 17:15:00,37.35
27-02-2024 17:16:00,37.82
27-02-2024 17:17:00,38.08
27-02-2024 17:18:00,38.69
27-02-2024 17:19:00,39.19
27-02-2024 17:20:00,39.48
27-02-2024 17:21:00,40.16
27-02-2024 17:22:00,40.38
27-02-2024 17:23:00,40.3
27-02-2024 17:24:00,40.12
27-02-2024 17:25:00,39.87
27-02-2024 17:26:00,39.48
27-02-2024 17:27:00,39.12
27-02-2024 17:28:00,39.03
27-02-2024 17:29:00,38.7
27-02-2024 17:30:00,38.66
27-02-2024 17:31:00,38.56
27-02-2024 17:32:00,38.67
27-02-2024 17:33:00,39.76
27-02-2024 17:34:00,40.04
27-02-2024 17:35:00,40.72
27-02-2024 17:36:00,40.92
27-02-2024 17:37:00,40.46
27-02-2024 17:38:00,39.85
27-02-2024 17:39:00,38.21
27-02-2024 17:40:00,38.01
27-02-2024 17:41:00,37.77
27-02-2024 17:42:00,37.84
27-02-2024 17:43:00,38.17
27-02-2024 17:44:00,38.41
27-02-2024 17:45:00,38.27
27-02-2024 17:46:00,37.94
27-02-2024 17:47:00,37.63
27-02-2024 17:48:00,37.33
27-02-2024 17:49:00,37.95
27-02-2024 17:50:00,38.43
27-02-2024 17:51:00,39.01
27-02-2024 17:52:00,39.37
27-02-2024 17:53:00,39.23
27-02-2024 17:54:00,38.98
27-02-2024 17:55:00,38.66
27-02-2024 17:56:00,38.13
27-02-2024 17:57:00,37.36
27-02-2024 17:58:00,36.58
27-02-2024 17:59:00,35.83
27-02-2024 18:00:00,35.68
27-02-2024 18:01:00,35.43
27-02-2024 18:02:00,34.96
27-02-2024 18:03:00,34.48
27-02-2024 18:04:00,33.58
27-02-2024 18:05:00,33.02
27-02-2024 18:06:00,33.03
27-02-2024 18:07:00,32.91
27-02-2024 18:08:00,33.23
27-02-2024 18:09:00,33.43
27-02-2024 18:10:00,33.43
27-02-2024 18:11:00,33.41
27-02-2024 18:12:00,32.17
27-02-2024 18:13:00,31.78
27-02-2024 18:14:00,31.29
27-02-2024 18:15:00,31.12
27-02-2024 18:16:00,30.75
27-02-2024 18:17:00,30.53
27-02-2024 18:18:00,30.09
27-02-2024 18:19:00,29.77
27-02-2024 18:20:00,29.26
27-02-2024 18:21:00,28.89
27-02-2024 18:22:00,28.4
27-02-2024 18:23:00,27.98
27-02-2024 18:24:00,28.83
27-02-2024 18:25:00,30.25
27-02-2024 18:26:00,32.43
27-02-2024 18:27:00,32.57
27-02-2024 18:28:00,32.63
27-02-2024 18:29:00,32.69
27-02-2024 18:30:00,32.85
27-02-2024 18:31:00,32.27
27-02-2024 18:32:00,32.14
27-02-2024 18:33:00,31.8
27-02-2024 18:34:00,32.9
27-02-2024 18:35:00,33.44
27-02-2024 18:36:00,33.95
27-02-2024 18:37:00,34.6
27-02-2024 18:38:00,34.48
27-02-2024 18:39:00,34.28
27-02-2024 18:40:00,34.08
27-02-2024 18:41:00,33.86
27-02-2024 18:42:00,34.03
27-02-2024 18:43:00,34.07
27-02-2024 18:44:00,34.26
27-02-2024 18:45:00,34.28
27-02-2024 18:46:00,34.01
27-02-2024 18:47:00,33.92
27-02-2024 18:48:00,33.27
27-02-2024 18:49:00,32.58
27-02-2024 18:50:00,32.28
27-02-2024 18:51:00,32.02
27-02-2024 18:52:00,32.06
27-02-2024 18:53:00,31.94
27-02-2024 18:54:00,31.72
27-02-2024 18:55:00,31.62
27-02-2024 18:56:00,31.89
27-02-2024 18:57:00,32.29
27-02-2024 18:58:00,31.7
27-02-2024 18:59:00,30.85
27-02-2024 19:00:00,29.98
27-02-2024 19:01:00,29.44
27-02-2024 19:02:00,29.16
27-02-2024 19:03:00,28.93
27-02-2024 19:04:00,29.06
27-02-2024 19:05:00,30.02
27-02-2024 19:06:00,30.87
27-02-2024 19:07:00,31.65
27-02-2024 19:08:00,31.93
27-02-2024 19:09:00,31.47
27-02-2024 19:10:00,30.84
27-02-2024 19:11:00,30.38
27-02-2024 19:12:00,30.37
27-02-2024 19:13:00,30.77
27-02-2024 19:14:00,31.93
27-02-2024 19:15:00,32.69
27-02-2024 19:16:00,33
27-02-2024 19:17:00,33.16
27-02-2024 19:18:00,31.94
27-02-2024 19:19:00,31.23
27-02-2024 19:20:00,31.08
27-02-2024 19:21:00,30.95
27-02-2024 19:22:00,31.06
27-02-2024 19:23:00,30.69
27-02-2024 19:24:00,30.01
27-02-2024 19:25:00,29.51
27-02-2024 19:26:00,29.18
27-02-2024 19:27:00,29.08
27-02-2024 19:28:00,29.36
27-02-2024 19:29:00,29.44
27-02-2024 19:30:00,29.4
27-02-2024 19:31:00,29.51
27-02-2024 19:32:00,29.72
27-02-2024 19:33:00,29.97
27-02-2024 19:34:00,29.9
27-02-2024 19:35:00,29.8
27-02-2024 19:36:00,29.72
27-02-2024 19:37:00,29.94
27-02-2024 19:38:00,30.32
27-02-2024 19:39:00,30.69
27-02-2024 19:40:00,30.8
27-02-2024 19:41:00,30.79
27-02-2024 19:42:00,30.72
27-02-2024 19:43:00,30.66
27-02-2024 19:44:00,30.69
27-02-2024 19:45:00,30.82
27-02-2024 19:46:00,31.03
27-02-2024 19:47:00,30.8
27-02-2024 19:48:00,30.41
27-02-2024 19:49:00,29.89
27-02-2024 19:50:00,29.57
27-02-2024 19:51:00,29.78
27-02-2024 19:52:00,29.82
27-02-2024 19:53:00,29.99
27-02-2024 19:54:00,29.93
27-02-2024 19:55:00,29.52
27-02-2024 19:56:00,29.37
27-02-2024 19:57:00,28.95
27-02-2024 19:58:00,28.79
27-02-2024 19:59:00,29.06
27-02-2024 20:00:00,28.93
27-02-2024 20:01:00,28.9
27-02-2024 20:02:00,29.3
27-02-2024 20:03:00,29.56
27-02-2024 20:04:00,29.66
27-02-2024 20:05:00,29.86
27-02-2024 20:06:00,29.59
27-02-2024 20:07:00,30.08
27-02-2024 20:08:00,30.1
27-02-2024 20:09:00,30.54
27-02-2024 20:10:00,30.79
27-02-2024 20:11:00,30.78
27-02-2024 20:12:00,30.71
27-02-2024 20:13:00,29.76
27-02-2024 20:14:00,29.36
27-02-2024 20:15:00,29.06
27-02-2024 20:16:00,28.73
27-02-2024 20:17:00,29.1
27-02-2024 20:18:00,29.58
27-02-2024 20:19:00,30.08
27-02-2024 20:20:00,31.15
27-02-2024 20:21:00,31.33
27-02-2024 20:22:00,31.95
27-02-2024 20:23:00,32.46
27-02-2024 20:24:00,32.93
27-02-2024 20:25:00,33.71
27-02-2024 20:26:00,33.43
27-02-2024 20:27:00,32.99
27-02-2024 20:28:00,32.49
27-02-2024 20:29:00,32.4
27-02-2024 20:30:00,32.37
27-02-2024 20:31:00,32.56
27-02-2024 20:32:00,32.35
27-02-2024 20:33:00,32.28
27-02-2024 20:34:00,32.39
27-02-2024 20:35:00,32.23
27-02-2024 20:36:00,32.4
27-02-2024 20:37:00,32.97
27-02-2024 20:38:00,33.25
27-02-2024 20:39:00,33.47
27-02-2024 20:40:00,33.62
27-02-2024 20:41:00,33.05
27-02-2024 20:42:00,32.36
27-02-2024 20:43:00,31.59
27-02-2024 20:44:00,30.76
27-02-2024 20:45:00,30.33
27-02-2024 20:46:00,30.21
27-02-2024 20:47:00,30.38
27-02-2024 20:48:00,30.66
27-02-2024 20:49:00,30.49
27-02-2024 20:50:00,30.42
27-02-2024 20:51:00,30.17
27-02-2024 20:52:00,30.15
27-02-2024 20:53:00,30.28
